County,SEX350209D
"Sumter, SC",91.2
"Union, SC",89.3
"Williamsburg, SC",96.8
"York, SC",94.8
SOUTH DAKOTA,99.9
"Aurora, SD",109.3
"Beadle, SD",98.7
"Bennett, SD",99.8
"Bon Homme, SD",138.7
"Brookings, SD",103.8
"Brown, SD",94.6
"Brule, SD",93.2
"Buffalo, SD",102.3
"Butte, SD",99.4
"Campbell, SD",98.5
"Charles Mix, SD",98.1
"Clark, SD",98.8
"Clay, SD",94.7
"Codington, SD",100.7
"Corson, SD",98.8
"Custer, SD",106.2
"Davison, SD",96.3
"Day, SD",96.4
"Deuel, SD",101.5
"Dewey, SD",93.5
"Douglas, SD",96.2
"Edmunds, SD",98.5
"Fall River, SD",104.9
"Faulk, SD",98.9
"Grant, SD",100.7
"Gregory, SD",97.3
"Haakon, SD",100.1
"Hamlin, SD",101.8
"Hand, SD",98
"Hanson, SD",102.8
"Harding, SD",109.5
"Hughes, SD",93.9
"Hutchinson, SD",95.7
"Hyde, SD",110.1
"Jackson, SD",100
"Jerauld, SD",99.5
"Jones, SD",102.5
"Kingsbury, SD",97.8
"Lake, SD",102.8
"Lawrence, SD",99.1
"Lincoln, SD",103.1
"Lyman, SD",105.3
"McCook, SD",100
"McPherson, SD",95.3
"Marshall, SD",102.1
"Meade, SD",99.1
"Mellette, SD",105.8
"Miner, SD",101.7
"Minnehaha, SD",99.3
"Moody, SD",100.1
"Pennington, SD",99.4
"Perkins, SD",96.8
"Potter, SD",96.8
"Roberts, SD",100.5
"Sanborn, SD",106.1
"Shannon, SD",96.8
"Spink, SD",109.8
"Stanley, SD",100
"Sully, SD",101.8
"Todd, SD",93.9
"Tripp, SD",97.8
"Turner, SD",100.2
"Union, SD",102
"Walworth, SD",94
"Yankton, SD",107
"Ziebach, SD",96
TENNESSEE,95.1
"Anderson, TN",92.9
"Bedford, TN",99.6
"Benton, TN",92.2
"Bledsoe, TN",118.6
"Blount, TN",94.6
"Bradley, TN",95.6
"Campbell, TN",94.6
"Cannon, TN",94.6
"Carroll, TN",92.1
"Carter, TN",100.5
"Cheatham, TN",99
"Chester, TN",94.6
"Claiborne, TN",92.8
"Clay, TN",92.9
"Cocke, TN",94.4
"Coffee, TN",95.4
"Crockett, TN",91.8
"Cumberland, TN",93.9
"Davidson, TN",94.2
"Decatur, TN",94.5
"DeKalb, TN",99.1
"Dickson, TN",96.9
"Dyer, TN",92.5
"Fayette, TN",96.5
"Fentress, TN",95.3
"Franklin, TN",95.9
"Gibson, TN",91
"Giles, TN",94.2
"Grainger, TN",99.3
"Greene, TN",95.8
"Grundy, TN",96.1
"Hamblen, TN",99.1
"Hamilton, TN",92
"Hancock, TN",97.4
"Hardeman, TN",117.2
"Hardin, TN",95.6
"Hawkins, TN",94.7
"Haywood, TN",87.3
"Henderson, TN",92.5
"Henry, TN",93.2
"Hickman, TN",110
"Houston, TN",96.6
"Humphreys, TN",96
"Jackson, TN",95.2
"Jefferson, TN",97.8
"Johnson, TN",117.8
"Knox, TN",94.4
"Lake, TN",166.2
"Lauderdale, TN",109.9
"Lawrence, TN",94.3
"Lewis, TN",97.7
"Lincoln, TN",93.2
"Loudon, TN",96.2
"McMinn, TN",94.2
"McNairy, TN",94
"Macon, TN",99.6
"Madison, TN",92.8
"Marion, TN",96.3
"Marshall, TN",98.4
"Maury, TN",95.7
"Meigs, TN",97.8
"Monroe, TN",96.4
"Montgomery, TN",93.9
"Moore, TN",100.6
"Morgan, TN",98.4
"Obion, TN",93
"Overton, TN",97
"Perry, TN",99.2
"Pickett, TN",96.6
"Polk, TN",99.1
"Putnam, TN",99
"Rhea, TN",94.8
"Roane, TN",95.2
"Robertson, TN",100.2
"Rutherford, TN",98.4
"Scott, TN",98
"Sequatchie, TN",96.8
"Sevier, TN",96
"Shelby, TN",91.1
"Smith, TN",97.2
"Stewart, TN",97.5
"Sullivan, TN",93.1
"Sumner, TN",97.4
"Tipton, TN",97
"Trousdale, TN",100.3
"Unicoi, TN",95.8
"Union, TN",98.2
"Van Buren, TN",99.6
"Warren, TN",99
"Washington, TN",93.7
"Wayne, TN",124.5
"Weakley, TN",94.7
"White, TN",95.9
"Williamson, TN",97.7
"Wilson, TN",97.7
TEXAS,99.8
"Anderson, TX",151.4
"Andrews, TX",99.2
"Angelina, TX",96.8
"Aransas, TX",96.2
"Archer, TX",101.2
"Armstrong, TX",94.3
"Atascosa, TX",97.9
"Austin, TX",99
"Bailey, TX",98.1
"Bandera, TX",98.6
"Bastrop, TX",104.5
"Baylor, TX",90.3
"Bee, TX",154.3
"Bell, TX",98
"Bexar, TX",95.7
"Blanco, TX",100.5
"Borden, TX",97
"Bosque, TX",97.4
"Bowie, TX",102.3
"Brazoria, TX",105.8
"Brazos, TX",102.6
"Brewster, TX",100.4
"Briscoe, TX",98.1
"Brooks, TX",93.2
"Brown, TX",98
"Burleson, TX",95.5
"Burnet, TX",94
"Caldwell, TX",98.7
"Calhoun, TX",99.5
"Callahan, TX",94.8
"Cameron, TX",92.9
"Camp, TX",95.5
"Carson, TX",96
"Cass, TX",93.4
"Castro, TX",102.5
"Chambers, TX",101.6
"Cherokee, TX",103.4
"Childress, TX",151.7
"Clay, TX",96.9
"Cochran, TX",89.7
"Coke, TX",97.9
"Coleman, TX",93.7
"Collin, TX",100.8
"Collingsworth, TX",96.9
"Colorado, TX",96.2
"Comal, TX",98.1
"Comanche, TX",96.6
"Concho, TX",204.1
"Cooke, TX",98.3
"Coryell, TX",100.8
"Cottle, TX",91.9
"Crane, TX",95.2
"Crockett, TX",98.8
"Crosby, TX",92.3
"Culberson, TX",99.7
"Dallam, TX",102.3
"Dallas, TX",103.1
"Dawson, TX",128.5
"Deaf Smith, TX",96.4
"Delta, TX",96
"Denton, TX",99.8
"DeWitt, TX",107.6
"Dickens, TX",139.1
"Dimmit, TX",93.8
"Donley, TX",94.1
"Duval, TX",104.4
"Eastland, TX",94.1
"Ector, TX",96.3
"Edwards, TX",105.9
"Ellis, TX",100.1
"El Paso, TX",93.2
"Erath, TX",98
"Falls, TX",85.7
"Fannin, TX",113.7
"Fayette, TX",95.4
"Fisher, TX",97.1
"Floyd, TX",94.8
"Foard, TX",90.8
"Fort Bend, TX",99.8
"Franklin, TX",96.5
"Freestone, TX",112.7
"Frio, TX",122.2
"Gaines, TX",98.4
"Galveston, TX",96.6
"Garza, TX",115.5
"Gillespie, TX",92
"Glasscock, TX",112.7
"Goliad, TX",99.7
"Gonzales, TX",99.7
"Gray, TX",105.5
"Grayson, TX",95.5
"Gregg, TX",95.3
"Grimes, TX",114.4
"Guadalupe, TX",97.9
"Hale, TX",103.4
"Hall, TX",93.5
"Hamilton, TX",95.9
"Hansford, TX",98.2
"Hardeman, TX",92.7
"Hardin, TX",98
"Harris, TX",100.7
"Harrison, TX",96.4
"Hartley, TX",145.9
"Haskell, TX",89.3
"Hays, TX",100.3
"Hemphill, TX",101.5
"Henderson, TX",96.8
"Hidalgo, TX",95.6
"Hill, TX",98.6
"Hockley, TX",97.1
"Hood, TX",97.1
"Hopkins, TX",98.4
"Houston, TX",117.9
"Howard, TX",120
"Hudspeth, TX",101.2
"Hunt, TX",100
"Hutchinson, TX",98.3
"Irion, TX",100.3
"Jack, TX",124.9
"Jackson, TX",99.2
"Jasper, TX",96.4
"Jeff Davis, TX",102.9
"Jefferson, TX",102.8
"Jim Hogg, TX",97.6
"Jim Wells, TX",95.5
"Johnson, TX",100.9
"Jones, TX",162.5
"Karnes, TX",146.9
"Kaufman, TX",99.2
"Kendall, TX",97.3
"Kenedy, TX",115.8
"Kent, TX",96.9
"Kerr, TX",93.1
"Kimble, TX",97.3
"King, TX",125.2
"Kinney, TX",102.1
"Kleberg, TX",100
"Knox, TX",90.5
"Lamar, TX",92.4
"Lamb, TX",94.8
"Lampasas, TX",96.7
"La Salle, TX",115.1
"Lavaca, TX",93.6
"Lee, TX",101.1
"Leon, TX",97.9
"Liberty, TX",96.8
"Limestone, TX",106.2
"Lipscomb, TX",97.1
"Live Oak, TX",124.8
"Llano, TX",95.3
"Loving, TX",95.7
"Lubbock, TX",96.5
"Lynn, TX",101
"McCulloch, TX",93.5
"McLennan, TX",95.5
"McMullen, TX",103.5
"Madison, TX",144.4
"Marion, TX",93.7
"Martin, TX",97
"Mason, TX",94.2
"Matagorda, TX",100.5
"Maverick, TX",92.2
"Medina, TX",104.3
"Menard, TX",101
"Midland, TX",95.1
"Milam, TX",99.5
"Mills, TX",103.9
"Mitchell, TX",169.7
"Montague, TX",94.7
"Montgomery, TX",99.2
"Moore, TX",102.1
"Morris, TX",92.1
"Motley, TX",102.2
"Nacogdoches, TX",92.9
"Navarro, TX",99.4
"Newton, TX",104.3
"Nolan, TX",97.1
"Nueces, TX",95.6
"Ochiltree, TX",102.2
"Oldham, TX",111.8
"Orange, TX",97
"Palo Pinto, TX",99
"Panola, TX",95.2
"Parker, TX",103.5
"Parmer, TX",99
"Pecos, TX",121.2
"Polk, TX",105.9
"Potter, TX",102.9
"Presidio, TX",90.6
"Rains, TX",101.4
"Randall, TX",96.9
"Reagan, TX",102.3
"Real, TX",94.1
"Red River, TX",93.1
"Reeves, TX",114.7
"Refugio, TX",95.4
"Roberts, TX",106.6
"Robertson, TX",94.2
"Rockwall, TX",101.4
"Runnels, TX",93.8
"Rusk, TX",106.7
"Sabine, TX",92.8
"San Augustine, TX",91.4
"San Jacinto, TX",99.7
"San Patricio, TX",96.2
"San Saba, TX",109.8
"Schleicher, TX",98.3
"Scurry, TX",111.5
"Shackelford, TX",93.7
"Shelby, TX",95.2
"Sherman, TX",105.9
"Smith, TX",93.6
"Somervell, TX",101.6
"Starr, TX",93.2
"Stephens, TX",107.6
"Sterling, TX",96.7
"Stonewall, TX",94.8
"Sutton, TX",102.3
"Swisher, TX",112.5
"Tarrant, TX",99.7
"Taylor, TX",93.3
"Terrell, TX",99.8
"Terry, TX",109.9
"Throckmorton, TX",100.4
"Titus, TX",101.5
"Tom Green, TX",93
"Travis, TX",106.6
"Trinity, TX",91.6
"Tyler, TX",107.7
"Upshur, TX",97.2
"Upton, TX",99.5
"Uvalde, TX",94.5
"Val Verde, TX",94.6
"Van Zandt, TX",98.2
"Victoria, TX",94.9
"Walker, TX",146.9
"Waller, TX",98.9
"Ward, TX",98.7
"Washington, TX",95.8
"Webb, TX",93.8
"Wharton, TX",97.4
"Wheeler, TX",97
"Wichita, TX",101.9
"Wilbarger, TX",99
"Willacy, TX",105.6
"Williamson, TX",100.4
"Wilson, TX",99.2
"Winkler, TX",98.7
"Wise, TX",102.7
"Wood, TX",96.5
"Yoakum, TX",97.9
"Young, TX",93.8
"Zapata, TX",97.9
"Zavala, TX",96.9
UTAH,101.3
"Beaver, UT",109.5
"Box Elder, UT",104.3
"Cache, UT",97.6
"Carbon, UT",96.2
"Daggett, UT",127.3
"Davis, UT",102.1
"Duchesne, UT",102.8
"Emery, UT",104.6
"Garfield, UT",107.4
"Grand, UT",98.8
"Iron, UT",99
"Juab, UT",103.3
"Kane, UT",99.2
"Millard, UT",106.5
"Morgan, UT",106.3
"Piute, UT",104.1
"Rich, UT",102.2
"Salt Lake, UT",102.3
"San Juan, UT",99.9
"Sanpete, UT",110
"Sevier, UT",102.8
"Summit, UT",111.6
"Tooele, UT",100
"Uintah, UT",101.1
"Utah, UT",98.9
"Wasatch, UT",104.7
"Washington, UT",98.1
"Wayne, UT",105
"Weber, UT",101.6
VERMONT,96.9
"Addison, VT",99
"Bennington, VT",93.7
"Caledonia, VT",98.8
"Chittenden, VT",95.9
"Essex, VT",99
"Franklin, VT",98.9
"Grand Isle, VT",98.8
"Lamoille, VT",99.2
"Orange, VT",100.2
"Orleans, VT",99.1
"Rutland, VT",95.9
"Washington, VT",97.2
"Windham, VT",96
"Windsor, VT",95.4
VIRGINIA,96.7
"Accomack, VA",94.6
"Albemarle, VA",93
"Alleghany, VA",95.9
"Amelia, VA",97.4
"Amherst, VA",90.6
"Appomattox, VA",94.7
"Arlington, VA",102
"Augusta, VA",103
"Bath, VA",101.7
"Bedford, VA",99.1
"Bland, VA",119.3
"Botetourt, VA",100
"Brunswick, VA",116.6
"Buchanan, VA",104.7
"Buckingham, VA",123.4
"Campbell, VA",95.2
"Caroline, VA",97.9
"Carroll, VA",97
"Charles City, VA",95.4
"Charlotte, VA",92.9
"Chesterfield, VA",96.3
"Clarke, VA",99.5
"Craig, VA",104.1
"Culpeper, VA",103.5
"Cumberland, VA",92.7
"Dickenson, VA",98
"Dinwiddie, VA",96.9
"Essex, VA",90.1
"Fairfax, VA",98.6
"Fauquier, VA",99
"Floyd, VA",100.8
"Fluvanna, VA",86
"Franklin, VA",97.2
"Frederick, VA",100.4
"Giles, VA",96.4
"Gloucester, VA",95.1
"Goochland, VA",100.7
"Grayson, VA",96.2
"Greene, VA",97.3
"Greensville, VA",170
"Halifax, VA",90.1
"Hanover, VA",97.2
"Henrico, VA",90.1
"Henry, VA",96.6
"Highland, VA",96.6
"Isle of Wight, VA",95.6
"James City, VA",94.7
"King and Queen, VA",93.1
"King George, VA",100.8
"King William, VA",96.6
"Lancaster, VA",87.5
"Lee, VA",107.3
"Loudoun, VA",99.2
"Louisa, VA",95.7
"Lunenburg, VA",115.1
"Madison, VA",95.6
"Mathews, VA",92.6
"Mecklenburg, VA",96.6
"Middlesex, VA",94
"Montgomery, VA",111.3
"Nelson, VA",95.1
"New Kent, VA",102.8
"Northampton, VA",90.9
"Northumberland, VA",91.5
"Nottoway, VA",110.3
"Orange, VA",94.9
"Page, VA",96.4
"Patrick, VA",96.6
"Pittsylvania, VA",98.6
"Powhatan, VA",115.9
"Prince Edward, VA",99.5
"Prince George, VA",126.7
"Prince William, VA",100.3
"Pulaski, VA",98.5
"Rappahannock, VA",96.9
"Richmond, VA",135.7
"Roanoke, VA",91.3
"Rockbridge, VA",99.7
"Rockingham, VA",98.1
"Russell, VA",94.4
"Scott, VA",97.1
"Shenandoah, VA",94.9
"Smyth, VA",94.4
"Southampton, VA",121.2
"Spotsylvania, VA",97.3
"Stafford, VA",101.3
"Surry, VA",93.7
"Sussex, VA",139.7
"Tazewell, VA",95.9
"Warren, VA",97.6
"Washington, VA",95.7
"Westmoreland, VA",93.9
"Wise, VA",104.8
"Wythe, VA",93.1
"York, VA",96.7
"Alexandria, VA",94.3
"Bedford, VA",91.7
"Bristol, VA",84.6
"Buena Vista, VA",85.8
"Charlottesville, VA",87.6
"Chesapeake, VA",94.1
"Clifton Forge, VA",0
"Colonial Heights, VA",90
"Covington, VA",94.1
"Danville, VA",83.3
"Emporia, VA",85
"Fairfax, VA",95.6
"Falls Church, VA",97.1
"Franklin, VA",82.9
"Fredericksburg, VA",81.9
"Galax, VA",91.1
"Hampton, VA",97.9
"Harrisonburg, VA",93.9
"Hopewell, VA",88.1
"Lexington, VA",128.4
"Lynchburg, VA",85.6
"Manassas, VA",102.6
"Manassas Park, VA",103.3
"Martinsville, VA",83.4
"Newport News, VA",89.9
"Norfolk, VA",102.5
"Norton, VA",81.7
"Petersburg, VA",84.3
"Poquoson, VA",101.2
"Portsmouth, VA",94.1
"Radford, VA",84.2
"Richmond, VA",86.8
"Roanoke, VA",88.2
"Salem, VA",91.1
"South Boston, VA",0
"Staunton, VA",82.8
"Suffolk, VA",92.5
"Virginia Beach, VA",95.6
"Waynesboro, VA",89.4
"Williamsburg, VA",79.6
"Winchester, VA",97.1
WASHINGTON,99.8
"Adams, WA",105.2
"Asotin, WA",92.5
"Benton, WA",99.9
"Chelan, WA",100.8
"Clallam, WA",97.4
"Clark, WA",99.5
"Columbia, WA",94.9
"Cowlitz, WA",99.1
"Douglas, WA",98.1
"Ferry, WA",106.5
"Franklin, WA",111.1
"Garfield, WA",100.5
"Grant, WA",105.9
"Grays Harbor, WA",103.3
"Island, WA",96.8
"Jefferson, WA",96.3
"King, WA",100.1
"Kitsap, WA",102
"Kittitas, WA",98
"Klickitat, WA",99.9
"Lewis, WA",99.6
"Lincoln, WA",98.3
"Mason, WA",106
"Okanogan, WA",99.5
"Pacific, WA",98
"Pend Oreille, WA",99.8
"Pierce, WA",99.3
"San Juan, WA",97.1
"Skagit, WA",98.3
"Skamania, WA",101.1
"Snohomish, WA",100.4
"Spokane, WA",97.2
"Stevens, WA",99.1
"Thurston, WA",97.1
"Wahkiakum, WA",97.3
"Walla Walla, WA",102.8
"Whatcom, WA",97.7
"Whitman, WA",102.6
"Yakima, WA",100.4
WEST VIRGINIA,96.2
"Barbour, WV",98
"Berkeley, WV",99.7
"Boone, WV",95.5
"Braxton, WV",103.5
"Brooke, WV",94.9
"Cabell, WV",92.5
"Calhoun, WV",101.2
"Clay, WV",98.4
"Doddridge, WV",104.4
"Fayette, WV",99.9
"Gilmer, WV",102
"Grant, WV",98.4
"Greenbrier, WV",94
"Hampshire, WV",99.2
"Hancock, WV",93.7
"Hardy, WV",98.8
"Harrison, WV",94.1
"Jackson, WV",95.6
"Jefferson, WV",100
"Kanawha, WV",92.4
"Lewis, WV",96.7
"Lincoln, WV",98.4
"Logan, WV",94.6
"McDowell, WV",92
"Marion, WV",92.5
"Marshall, WV",95.5
"Mason, WV",95.9
"Mercer, WV",91.9
"Mineral, WV",98.1
"Mingo, WV",93.9
"Monongalia, WV",102.4
"Monroe, WV",97.2
"Morgan, WV",97.6
"Nicholas, WV",97.4
"Ohio, WV",89.3
"Pendleton, WV",101.5
"Pleasants, WV",109.1
"Pocahontas, WV",107
"Preston, WV",99
"Putnam, WV",98.6
"Raleigh, WV",99.1
"Randolph, WV",103.2
"Ritchie, WV",100.3
"Roane, WV",99.5
"Summers, WV",78.6
"Taylor, WV",98.6
"Tucker, WV",98.3
"Tyler, WV",96.4
"Upshur, WV",95.7
"Wayne, WV",96.9
"Webster, WV",97.2
"Wetzel, WV",94.5
"Wirt, WV",103
"Wood, WV",93.9
"Wyoming, WV",97.5
WISCONSIN,98.7
"Adams, WI",115.7
"Ashland, WI",97.7
"Barron, WI",98.4
"Bayfield, WI",101.5
"Brown, WI",99.4
"Buffalo, WI",101.3
"Burnett, WI",100.4
"Calumet, WI",102
"Chippewa, WI",105.4
"Clark, WI",101.6
"Columbia, WI",102.8
"Crawford, WI",104.9
"Dane, WI",98.5
"Dodge, WI",112.6
"Door, WI",98.7
"Douglas, WI",96.8
"Dunn, WI",101.8
"Eau Claire, WI",94.6
"Florence, WI",103.6
"Fond du Lac, WI",96.4
"Forest, WI",100.5
"Grant, WI",106.6
"Green, WI",98.5
"Green Lake, WI",98.8
"Iowa, WI",100.7
"Iron, WI",96.7
"Jackson, WI",114.2
"Jefferson, WI",99.6
"Juneau, WI",107.7
"Kenosha, WI",99.2
"Kewaunee, WI",102.4
"La Crosse, WI",94.7
"Lafayette, WI",101.4
"Langlade, WI",100.1
"Lincoln, WI",100.4
"Manitowoc, WI",99.9
"Marathon, WI",100.6
"Marinette, WI",97.2
"Marquette, WI",101.5
"Menominee, WI",101.3
"Milwaukee, WI",93.2
"Monroe, WI",102
"Oconto, WI",102.5
"Oneida, WI",99.8
"Outagamie, WI",100.2
"Ozaukee, WI",98.9
"Pepin, WI",102.6
"Pierce, WI",96.7
"Polk, WI",100.6
"Portage, WI",99.4
"Price, WI",102.7
"Racine, WI",98.9
"Richland, WI",99.7
"Rock, WI",98.2
"Rusk, WI",97.9
"St. Croix, WI",101
"Sauk, WI",98.2
"Sawyer, WI",101.2
"Shawano, WI",100.3
"Sheboygan, WI",102.4
"Taylor, WI",103.3
"Trempealeau, WI",101.2
"Vernon, WI",100.3
"Vilas, WI",98.8
"Walworth, WI",100.9
"Washburn, WI",100.7
"Washington, WI",100.9
"Waukesha, WI",98.1
"Waupaca, WI",100.5
"Waushara, WI",109.8
"Winnebago, WI",100.3
"Wood, WI",96.5
WYOMING,103.7
"Albany, WY",109.8
"Big Horn, WY",99.6
"Campbell, WY",107.3
"Carbon, WY",114.7
"Converse, WY",102.2
"Crook, WY",102.5
"Fremont, WY",100.8
"Goshen, WY",102.1
"Hot Springs, WY",95
"Johnson, WY",99.1
"Laramie, WY",102.7
"Lincoln, WY",105.8
"Natrona, WY",99.7
"Niobrara, WY",94.1
"Park, WY",98.3
"Platte, WY",100.2
"Sheridan, WY",100.1
"Sublette, WY",107.4
"Sweetwater, WY",105.5
"Teton, WY",117.2
"Uinta, WY",106
"Washakie, WY",101.1
"Weston, WY",108.2