State,County (Short),County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Alabama,Baldwin,"Baldwin, Alabama",2019,166,140,26,0,0,0,0,80,54,40,0,0,139,0,27,0
Alabama,Clay,"Clay, Alabama",2019,63,58,5,0,0,0,0,67,49,29,0,0,0,0,63,0
Alabama,Colbert,"Colbert, Alabama",2019,171,161,10,0,0,0,0,61,49,38,0,0,138,0,33,0
Alabama,DeKalb,"DeKalb, Alabama",2019,208,188,20,0,0,0,0,77,50,39,0,0,187,0,21,0
Alabama,Elmore,"Elmore, Alabama",2019,148,137,11,0,0,0,0,100,49,41,0,0,148,0,0,0
Alabama,Etowah,"Etowah, Alabama",2019,170,144,26,0,0,0,0,90,54,43,0,0,136,0,34,0
Alabama,Houston,"Houston, Alabama",2019,170,150,20,0,0,0,0,77,51,38,0,0,130,0,40,0
Alabama,Jefferson,"Jefferson, Alabama",2019,121,59,61,0,1,0,0,200,67,51,1,1,32,5,81,1
Alabama,Madison,"Madison, Alabama",2019,181,130,51,0,0,0,0,90,61,44,0,0,89,0,92,0
Alabama,Mobile,"Mobile, Alabama",2019,211,158,53,0,0,0,0,79,61,42,0,0,90,3,118,0
Alabama,Montgomery,"Montgomery, Alabama",2019,212,103,108,1,0,0,0,122,67,51,0,0,40,0,172,0
Alabama,Morgan,"Morgan, Alabama",2019,212,176,36,0,0,0,0,87,54,41,0,0,116,0,96,0
Alabama,Russell,"Russell, Alabama",2019,212,153,59,0,0,0,0,84,60,42,0,0,70,0,142,0
Alabama,Shelby,"Shelby, Alabama",2019,206,184,21,1,0,0,0,119,51,37,0,0,148,58,0,0
Alabama,Sumter,"Sumter, Alabama",2019,207,196,11,0,0,0,0,62,47,34,0,0,109,8,90,0
Alabama,Tuscaloosa,"Tuscaloosa, Alabama",2019,155,146,9,0,0,0,0,59,47,35,0,0,111,0,44,0
Alaska,Anchorage ,"Anchorage , Alaska",2019,181,140,39,2,0,0,0,136,62,27,2,0,0,0,112,67
Alaska,Bethel ,"Bethel , Alaska",2019,156,154,2,0,0,0,0,62,28,10,0,0,0,0,86,70
Alaska,Denali ,"Denali , Alaska",2019,237,236,1,0,0,0,0,54,45,38,0,0,237,0,0,0
Alaska,Fairbanks North Star ,"Fairbanks North Star , Alaska",2019,182,117,48,9,8,0,0,172,95,39,1,16,80,1,81,3
Alaska,Juneau ,"Juneau , Alaska",2019,180,143,37,0,0,0,0,79,56,25,0,0,0,0,170,10
Alaska,Matanuska-Susitna ,"Matanuska-Susitna , Alaska",2019,181,155,25,1,0,0,0,116,55,18,0,0,0,0,137,44
Arizona,Apache,"Apache, Arizona",2019,271,271,0,0,0,0,0,39,20,11,0,0,0,0,18,253
Arizona,Cochise,"Cochise, Arizona",2019,273,176,97,0,0,0,0,97,71,47,0,0,221,0,30,22
Arizona,Coconino,"Coconino, Arizona",2019,273,209,64,0,0,0,0,80,61,46,0,0,273,0,0,0
Arizona,Gila,"Gila, Arizona",2019,273,79,149,39,6,0,0,187,112,67,0,0,197,74,0,2
Arizona,La Paz,"La Paz, Arizona",2019,272,218,54,0,0,0,0,77,61,45,0,0,268,0,4,0
Arizona,Maricopa,"Maricopa, Arizona",2019,274,74,176,24,0,0,0,147,98,62,1,1,207,0,31,34
Arizona,Mohave,"Mohave, Arizona",2019,273,268,5,0,0,0,0,69,29,15,0,0,0,0,0,273
Arizona,Navajo,"Navajo, Arizona",2019,270,203,66,1,0,0,0,112,61,45,0,0,237,0,0,33
Arizona,Pima,"Pima, Arizona",2019,274,153,119,2,0,0,0,103,74,49,1,0,218,0,7,48
Arizona,Pinal,"Pinal, Arizona",2019,273,106,146,10,1,3,7,886,94,60,0,0,166,0,18,89
Arizona,Santa Cruz,"Santa Cruz, Arizona",2019,269,227,41,1,0,0,0,120,56,29,0,0,0,0,183,86
Arizona,Yavapai,"Yavapai, Arizona",2019,266,211,55,0,0,0,0,87,58,44,0,0,266,0,0,0
Arizona,Yuma,"Yuma, Arizona",2019,273,195,76,2,0,0,0,110,71,46,0,0,219,0,26,28
Arkansas,Arkansas,"Arkansas, Arkansas",2019,89,74,15,0,0,0,0,77,55,32,0,0,0,0,89,0
Arkansas,Ashley,"Ashley, Arkansas",2019,90,76,14,0,0,0,0,62,53,34,0,0,0,0,90,0
Arkansas,Benton,"Benton, Arkansas",2019,146,120,26,0,0,0,0,83,56,35,0,0,0,0,146,0
Arkansas,Clark,"Clark, Arkansas",2019,205,199,6,0,0,0,0,61,46,33,0,0,205,0,0,0
Arkansas,Craighead,"Craighead, Arkansas",2019,49,43,6,0,0,0,0,61,53,30,0,0,0,0,49,0
Arkansas,Crittenden,"Crittenden, Arkansas",2019,273,206,66,1,0,0,0,101,58,43,0,2,168,0,103,0
Arkansas,Garland,"Garland, Arkansas",2019,91,72,19,0,0,0,0,67,54,37,0,0,0,0,91,0
Arkansas,Jackson,"Jackson, Arkansas",2019,87,76,11,0,0,0,0,73,53,35,0,0,0,0,87,0
Arkansas,Newton,"Newton, Arkansas",2019,273,256,16,1,0,0,0,129,49,37,0,0,273,0,0,0
Arkansas,Polk,"Polk, Arkansas",2019,269,226,42,1,0,0,0,119,56,40,0,0,234,0,35,0
Arkansas,Pulaski,"Pulaski, Arkansas",2019,274,184,90,0,0,0,0,79,59,45,1,0,121,0,152,0
Arkansas,Union,"Union, Arkansas",2019,211,174,37,0,0,0,0,98,54,35,0,0,0,0,211,0
Arkansas,Washington,"Washington, Arkansas",2019,273,197,76,0,0,0,0,96,58,44,0,0,150,0,123,0
California,Alameda,"Alameda, California",2019,244,187,52,5,0,0,0,150,60,40,1,19,123,0,101,0
California,Amador,"Amador, California",2019,148,146,2,0,0,0,0,54,44,36,0,0,148,0,0,0
California,Butte,"Butte, California",2019,182,144,37,1,0,0,0,102,58,40,0,0,95,0,87,0
California,Calaveras,"Calaveras, California",2019,150,143,7,0,0,0,0,78,48,37,0,0,135,0,15,0
California,Colusa,"Colusa, California",2019,266,244,22,0,0,0,0,81,48,34,0,0,115,0,143,8
California,Contra Costa,"Contra Costa, California",2019,244,198,41,4,1,0,0,194,58,41,1,5,176,2,60,0
California,Del Norte,"Del Norte, California",2019,12,12,0,0,0,0,0,45,43,29,0,0,0,0,12,0
California,El Dorado,"El Dorado, California",2019,151,139,12,0,0,0,0,84,48,38,0,0,142,0,0,9
California,Fresno,"Fresno, California",2019,243,119,106,18,0,0,0,140,97,51,0,2,190,0,43,8
California,Glenn,"Glenn, California",2019,151,136,15,0,0,0,0,71,49,40,0,0,131,0,14,6
California,Humboldt,"Humboldt, California",2019,182,178,4,0,0,0,0,64,40,30,1,0,141,0,18,22
California,Imperial,"Imperial, California",2019,233,128,100,4,1,0,0,185,77,48,0,0,94,0,110,29
California,Inyo,"Inyo, California",2019,273,165,101,5,1,1,0,247,84,48,0,0,209,0,6,58
California,Kern,"Kern, California",2019,273,189,70,12,2,0,0,166,67,44,0,1,80,0,153,39
California,Kings,"Kings, California",2019,273,149,113,11,0,0,0,130,87,49,0,0,184,0,47,42
California,Lake,"Lake, California",2019,33,33,0,0,0,0,0,33,22,8,0,0,0,0,21,12
California,Los Angeles,"Los Angeles, California",2019,182,56,110,13,3,0,0,200,100,58,1,19,97,0,63,2
California,Madera,"Madera, California",2019,72,72,0,0,0,0,0,42,37,29,0,5,51,0,16,0
California,Marin,"Marin, California",2019,243,229,13,1,0,0,0,133,46,34,1,5,157,0,80,0
California,Mariposa,"Mariposa, California",2019,243,166,77,0,0,0,0,100,67,46,0,0,221,0,22,0
California,Mendocino,"Mendocino, California",2019,181,169,12,0,0,0,0,75,46,35,0,0,128,0,45,8
California,Merced,"Merced, California",2019,82,75,6,1,0,0,0,116,46,30,0,0,0,0,74,8
California,Mono,"Mono, California",2019,181,124,45,5,0,0,7,3852,93,28,0,0,0,0,140,41
California,Monterey,"Monterey, California",2019,274,251,22,1,0,0,0,144,48,36,1,0,225,0,47,1
California,Napa,"Napa, California",2019,244,224,18,2,0,0,0,119,48,35,1,0,179,0,64,0
California,Nevada,"Nevada, California",2019,271,195,71,5,0,0,0,122,71,45,0,0,252,0,19,0
California,Orange,"Orange, California",2019,182,139,40,3,0,0,0,122,67,44,1,8,150,0,22,1
California,Placer,"Placer, California",2019,218,136,76,6,0,0,0,129,77,47,0,0,193,0,25,0
California,Plumas,"Plumas, California",2019,226,188,34,4,0,0,0,138,66,22,0,0,0,0,226,0
California,Riverside,"Riverside, California",2019,304,80,143,67,14,0,0,185,133,73,0,0,204,0,38,62
California,Sacramento,"Sacramento, California",2019,243,178,59,6,0,0,0,122,76,40,0,1,125,0,117,0
California,San Benito,"San Benito, California",2019,273,251,22,0,0,0,0,90,48,38,0,0,265,0,8,0
California,San Bernardino,"San Bernardino, California",2019,243,54,135,47,7,0,0,192,129,70,0,9,189,0,44,1
California,San Diego,"San Diego, California",2019,181,82,97,2,0,0,0,101,70,52,0,0,64,0,117,0
California,San Francisco,"San Francisco, California",2019,244,212,31,1,0,0,0,108,52,36,1,11,132,0,100,0
California,San Joaquin,"San Joaquin, California",2019,169,137,26,6,0,0,0,137,65,36,1,4,92,0,55,17
California,San Luis Obispo,"San Luis Obispo, California",2019,181,135,46,0,0,0,0,87,65,44,0,0,147,0,15,19
California,San Mateo,"San Mateo, California",2019,244,223,19,2,0,0,0,122,47,36,1,5,155,0,83,0
California,Santa Barbara,"Santa Barbara, California",2019,213,191,22,0,0,0,0,93,51,42,1,0,183,0,27,2
California,Santa Clara,"Santa Clara, California",2019,244,193,47,4,0,0,0,136,58,41,1,2,158,0,83,0
California,Santa Cruz,"Santa Cruz, California",2019,273,263,10,0,0,0,0,70,45,35,0,0,211,0,62,0
California,Shasta,"Shasta, California",2019,242,213,29,0,0,0,0,77,51,43,0,0,236,0,5,1
California,Siskiyou,"Siskiyou, California",2019,181,167,14,0,0,0,0,77,49,38,0,0,143,0,38,0
California,Solano,"Solano, California",2019,273,225,47,1,0,0,0,119,58,39,0,1,199,0,73,0
California,Sonoma,"Sonoma, California",2019,244,233,10,0,1,0,0,154,45,35,1,1,175,0,67,0
California,Stanislaus,"Stanislaus, California",2019,168,135,27,6,0,0,0,120,71,38,1,0,88,0,63,16
California,Sutter,"Sutter, California",2019,236,195,39,2,0,0,0,110,58,37,0,0,92,0,144,0
California,Tehama,"Tehama, California",2019,192,165,27,0,0,0,0,80,54,37,0,0,180,0,0,12
California,Trinity,"Trinity, California",2019,53,50,2,1,0,0,0,113,36,15,0,0,0,0,53,0
California,Tulare,"Tulare, California",2019,242,98,91,53,0,0,0,150,126,56,0,1,186,0,54,1
California,Tuolumne,"Tuolumne, California",2019,150,142,8,0,0,0,0,71,48,39,0,0,150,0,0,0
California,Ventura,"Ventura, California",2019,243,146,94,3,0,0,0,112,77,45,0,0,199,0,43,1
California,Yolo,"Yolo, California",2019,272,223,49,0,0,0,0,90,61,40,0,0,245,0,27,0
Colorado,Adams,"Adams, Colorado",2019,244,159,84,1,0,0,0,132,64,47,2,32,137,0,51,22
Colorado,Arapahoe,"Arapahoe, Colorado",2019,243,127,110,6,0,0,0,140,84,50,0,0,235,0,8,0
Colorado,Archuleta,"Archuleta, Colorado",2019,180,163,16,0,0,0,1,394,50,23,0,2,61,2,0,115
Colorado,Boulder,"Boulder, Colorado",2019,243,136,102,5,0,0,0,119,80,49,0,0,195,0,47,1
Colorado,Clear Creek,"Clear Creek, Colorado",2019,191,125,65,1,0,0,0,112,71,48,0,0,191,0,0,0
Colorado,Delta,"Delta, Colorado",2019,90,85,5,0,0,0,0,67,48,39,0,0,83,0,7,0
Colorado,Denver,"Denver, Colorado",2019,244,114,127,2,1,0,0,153,76,51,1,55,129,1,58,0
Colorado,Douglas,"Douglas, Colorado",2019,241,137,94,9,1,0,0,154,84,49,0,0,202,0,39,0
Colorado,El Paso,"El Paso, Colorado",2019,244,151,93,0,0,0,0,100,71,48,1,0,229,0,12,2
Colorado,Fremont,"Fremont, Colorado",2019,18,18,0,0,0,0,0,29,23,11,0,0,0,0,0,18
Colorado,Garfield,"Garfield, Colorado",2019,263,243,20,0,0,0,0,74,50,43,0,0,262,0,1,0
Colorado,Gilpin,"Gilpin, Colorado",2019,23,14,8,1,0,0,0,115,80,50,0,0,23,0,0,0
Colorado,Gunnison,"Gunnison, Colorado",2019,208,138,69,1,0,0,0,101,67,48,0,0,208,0,0,0
Colorado,Jefferson,"Jefferson, Colorado",2019,243,134,94,15,0,0,0,129,90,49,0,0,243,0,0,0
Colorado,La Plata,"La Plata, Colorado",2019,212,156,56,0,0,0,0,87,61,46,0,9,174,0,29,0
Colorado,Larimer,"Larimer, Colorado",2019,244,110,129,5,0,0,0,129,80,51,1,0,218,0,25,0
Colorado,Mesa,"Mesa, Colorado",2019,271,199,72,0,0,0,0,87,61,46,2,0,242,0,26,1
Colorado,Montezuma,"Montezuma, Colorado",2019,273,195,78,0,0,0,0,97,61,47,0,0,273,0,0,0
Colorado,Pitkin,"Pitkin, Colorado",2019,55,55,0,0,0,0,0,24,19,8,0,0,0,0,0,55
Colorado,Prowers,"Prowers, Colorado",2019,169,166,3,0,0,0,0,76,23,12,0,0,0,0,0,169
Colorado,Pueblo,"Pueblo, Colorado",2019,76,76,0,0,0,0,0,35,29,19,0,0,0,0,50,26
Colorado,Rio Blanco,"Rio Blanco, Colorado",2019,243,192,51,0,0,0,0,100,58,46,0,0,228,0,15,0
Colorado,Routt,"Routt, Colorado",2019,173,171,2,0,0,0,0,60,32,12,0,0,0,0,0,173
Colorado,San Miguel,"San Miguel, Colorado",2019,55,54,1,0,0,0,0,54,23,9,0,0,0,0,0,55
Colorado,Weld,"Weld, Colorado",2019,244,168,74,2,0,0,0,125,67,45,1,0,180,0,63,0
Connecticut,Fairfield,"Fairfield, Connecticut",2019,182,138,38,6,0,0,0,119,64,43,1,6,101,0,74,0
Connecticut,Hartford,"Hartford, Connecticut",2019,182,157,25,0,0,0,0,91,52,41,1,10,125,0,45,1
Connecticut,Litchfield,"Litchfield, Connecticut",2019,182,175,7,0,0,0,0,90,48,40,1,0,178,0,3,0
Connecticut,Middlesex,"Middlesex, Connecticut",2019,114,106,8,0,0,0,0,67,50,41,0,0,114,0,0,0
Connecticut,New Haven,"New Haven, Connecticut",2019,182,149,30,3,0,0,0,147,55,41,1,5,125,0,49,2
Connecticut,New London,"New London, Connecticut",2019,181,166,14,1,0,0,0,129,48,39,0,0,115,0,66,0
Connecticut,Tolland,"Tolland, Connecticut",2019,121,111,10,0,0,0,0,100,50,44,0,0,121,0,0,0
Connecticut,Windham,"Windham, Connecticut",2019,209,197,12,0,0,0,0,97,48,39,0,0,209,0,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,"BAJA CALIFORNIA NORTE, Country Of Mexico",2019,22,4,13,5,0,0,0,127,112,68,0,0,0,0,0,22
Country Of Mexico,SONORA,"SONORA, Country Of Mexico",2019,266,200,61,5,0,0,0,126,71,44,0,0,266,0,0,0
Delaware,Kent,"Kent, Delaware",2019,273,215,58,0,0,0,0,83,58,43,0,0,227,0,46,0
Delaware,New Castle,"New Castle, Delaware",2019,274,189,82,3,0,0,0,136,70,44,1,4,215,0,54,0
Delaware,Sussex,"Sussex, Delaware",2019,273,221,52,0,0,0,0,93,61,43,0,0,228,0,45,0
District Of Columbia,District of Columbia,"District of Columbia, District Of Columbia",2019,274,171,98,4,1,0,0,157,77,47,1,21,182,0,70,0
Florida,Alachua,"Alachua, Florida",2019,181,150,31,0,0,0,0,80,58,38,0,0,144,0,37,0
Florida,Baker,"Baker, Florida",2019,180,160,20,0,0,0,0,77,51,37,0,0,180,0,0,0
Florida,Bay,"Bay, Florida",2019,180,155,25,0,0,0,0,85,58,40,0,0,129,0,51,0
Florida,Brevard,"Brevard, Florida",2019,179,171,8,0,0,0,0,90,48,38,0,0,175,0,4,0
Florida,Broward,"Broward, Florida",2019,182,149,33,0,0,0,0,90,56,42,1,4,94,0,83,0
Florida,Citrus,"Citrus, Florida",2019,181,166,15,0,0,0,0,80,48,33,0,0,0,0,181,0
Florida,Collier,"Collier, Florida",2019,179,157,22,0,0,0,0,90,51,39,0,0,115,0,64,0
Florida,Columbia,"Columbia, Florida",2019,180,135,45,0,0,0,0,90,64,42,0,0,124,0,56,0
Florida,Duval,"Duval, Florida",2019,182,124,58,0,0,0,0,97,67,45,1,0,100,0,81,0
Florida,Escambia,"Escambia, Florida",2019,181,150,30,1,0,0,0,101,54,39,0,0,169,0,12,0
Florida,Flagler,"Flagler, Florida",2019,173,168,5,0,0,0,0,74,48,35,0,0,173,0,0,0
Florida,Hamilton,"Hamilton, Florida",2019,179,156,23,0,0,0,0,77,53,33,0,0,0,20,159,0
Florida,Highlands,"Highlands, Florida",2019,147,138,9,0,0,0,0,84,49,38,0,0,147,0,0,0
Florida,Hillsborough,"Hillsborough, Florida",2019,182,128,49,5,0,0,0,126,73,44,1,0,100,1,80,0
Florida,Holmes,"Holmes, Florida",2019,178,139,39,0,0,0,0,84,61,42,0,0,114,0,64,0
Florida,Indian River,"Indian River, Florida",2019,203,192,11,0,0,0,0,90,49,37,0,0,203,0,0,0
Florida,Lake,"Lake, Florida",2019,155,129,25,1,0,0,0,101,61,40,0,0,155,0,0,0
Florida,Lee,"Lee, Florida",2019,181,151,29,1,0,0,0,108,58,39,0,0,152,0,27,2
Florida,Leon,"Leon, Florida",2019,179,123,55,1,0,0,0,119,67,43,0,0,91,0,88,0
Florida,Liberty,"Liberty, Florida",2019,200,188,12,0,0,0,0,74,48,35,0,0,200,0,0,0
Florida,Manatee,"Manatee, Florida",2019,181,154,25,2,0,0,0,108,61,39,0,0,181,0,0,0
Florida,Marion,"Marion, Florida",2019,181,147,34,0,0,0,0,87,58,42,0,0,119,0,62,0
Florida,Martin,"Martin, Florida",2019,180,159,21,0,0,0,0,84,52,40,0,0,135,0,45,0
Florida,Miami-Dade,"Miami-Dade, Florida",2019,182,153,27,2,0,0,0,146,54,40,1,15,84,0,82,0
Florida,Nassau,"Nassau, Florida",2019,180,164,16,0,0,0,0,71,48,30,0,0,0,46,134,0
Florida,Okaloosa,"Okaloosa, Florida",2019,179,157,22,0,0,0,0,84,54,37,0,0,165,0,0,14
Florida,Orange,"Orange, Florida",2019,182,156,26,0,0,0,0,90,58,39,1,0,158,0,23,0
Florida,Osceola,"Osceola, Florida",2019,181,158,19,4,0,0,0,122,54,37,0,0,181,0,0,0
Florida,Palm Beach,"Palm Beach, Florida",2019,181,163,18,0,0,0,0,93,50,38,0,0,122,0,59,0
Florida,Pasco,"Pasco, Florida",2019,181,155,26,0,0,0,0,97,58,40,0,0,181,0,0,0
Florida,Pinellas,"Pinellas, Florida",2019,182,135,47,0,0,0,0,100,71,43,1,0,111,0,68,2
Florida,Polk,"Polk, Florida",2019,181,148,33,0,0,0,0,100,58,40,0,0,128,0,53,0
Florida,Putnam,"Putnam, Florida",2019,181,178,3,0,0,0,0,54,30,16,0,0,0,2,0,179
Florida,Santa Rosa,"Santa Rosa, Florida",2019,180,147,33,0,0,0,0,93,58,40,0,0,126,0,54,0
Florida,Sarasota,"Sarasota, Florida",2019,181,154,27,0,0,0,0,100,55,41,0,0,128,0,53,0
Florida,Seminole,"Seminole, Florida",2019,181,153,27,1,0,0,0,110,58,40,0,0,157,0,23,1
Florida,St. Lucie,"St. Lucie, Florida",2019,181,171,10,0,0,0,0,77,47,36,0,0,181,0,0,0
Florida,Volusia,"Volusia, Florida",2019,178,156,22,0,0,0,0,80,52,39,0,0,133,0,45,0
Florida,Wakulla,"Wakulla, Florida",2019,179,147,32,0,0,0,0,84,58,39,1,0,128,1,49,0
Georgia,Bibb,"Bibb, Georgia",2019,273,208,62,3,0,0,0,137,62,40,0,0,156,0,117,0
Georgia,Chatham,"Chatham, Georgia",2019,273,215,58,0,0,0,0,87,59,40,0,0,143,24,106,0
Georgia,Chattooga,"Chattooga, Georgia",2019,214,201,13,0,0,0,0,71,50,40,0,0,214,0,0,0
Georgia,Clarke,"Clarke, Georgia",2019,273,191,82,0,0,0,0,87,61,44,0,0,150,0,123,0
Georgia,Clayton,"Clayton, Georgia",2019,70,59,11,0,0,0,0,70,54,34,0,0,0,0,70,0
Georgia,Cobb,"Cobb, Georgia",2019,233,182,50,1,0,0,0,119,61,43,0,0,195,0,38,0
Georgia,Coffee,"Coffee, Georgia",2019,70,62,8,0,0,0,0,60,52,26,0,0,0,0,70,0
Georgia,Columbia,"Columbia, Georgia",2019,214,198,16,0,0,0,0,74,49,40,0,0,214,0,0,0
Georgia,Dawson,"Dawson, Georgia",2019,213,194,18,1,0,0,0,126,49,38,0,0,213,0,0,0
Georgia,DeKalb,"DeKalb, Georgia",2019,274,183,88,2,1,0,0,159,67,45,1,15,140,0,118,0
Georgia,Dougherty,"Dougherty, Georgia",2019,203,121,80,2,0,0,0,107,67,44,0,0,0,0,203,0
Georgia,Douglas,"Douglas, Georgia",2019,214,184,26,4,0,0,0,126,58,41,0,0,214,0,0,0
Georgia,Floyd,"Floyd, Georgia",2019,273,157,116,0,0,0,0,89,62,46,0,0,0,4,269,0
Georgia,Fulton,"Fulton, Georgia",2019,274,134,134,5,1,0,0,172,74,51,1,13,116,0,144,0
Georgia,Glynn,"Glynn, Georgia",2019,231,212,19,0,0,0,0,80,49,36,0,0,203,0,28,0
Georgia,Gwinnett,"Gwinnett, Georgia",2019,272,161,109,2,0,0,0,112,71,47,0,0,130,0,142,0
Georgia,Hall,"Hall, Georgia",2019,248,181,67,0,0,0,0,88,58,38,0,0,0,0,248,0
Georgia,Henry,"Henry, Georgia",2019,273,203,63,7,0,0,0,150,61,40,0,0,143,0,130,0
Georgia,Houston,"Houston, Georgia",2019,256,169,85,1,1,0,0,152,61,43,0,0,0,0,256,0
Georgia,Lowndes,"Lowndes, Georgia",2019,234,186,48,0,0,0,0,68,56,37,0,0,0,0,234,0
Georgia,Murray,"Murray, Georgia",2019,212,175,37,0,0,0,0,93,54,44,0,0,212,0,0,0
