State,County (Short),County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
Massachusetts,Norfolk,"Norfolk, Massachusetts",2019,241,233,8,0,0,0,0,100,46,37,0,8,233,0,0,0
Massachusetts,Plymouth,"Plymouth, Massachusetts",2019,242,223,19,0,0,0,0,90,48,39,0,0,199,0,43,0
Massachusetts,Suffolk,"Suffolk, Massachusetts",2019,244,202,42,0,0,0,0,87,54,39,1,29,114,0,100,0
Massachusetts,Worcester,"Worcester, Massachusetts",2019,244,205,39,0,0,0,0,93,54,43,1,7,154,0,82,0
Michigan,Allegan,"Allegan, Michigan",2019,138,117,21,0,0,0,0,97,54,40,0,0,119,0,19,0
Michigan,Bay,"Bay, Michigan",2019,179,170,9,0,0,0,0,83,44,25,0,0,0,0,179,0
Michigan,Benzie,"Benzie, Michigan",2019,131,122,9,0,0,0,0,93,48,39,0,0,131,0,0,0
Michigan,Berrien,"Berrien, Michigan",2019,260,232,26,2,0,0,0,112,51,39,0,0,260,0,0,0
Michigan,Cass,"Cass, Michigan",2019,132,116,16,0,0,0,0,90,54,42,0,0,132,0,0,0
Michigan,Chippewa,"Chippewa, Michigan",2019,58,53,5,0,0,0,0,62,49,32,0,0,0,0,58,0
Michigan,Clinton,"Clinton, Michigan",2019,125,123,2,0,0,0,0,61,47,38,0,0,125,0,0,0
Michigan,Genesee,"Genesee, Michigan",2019,156,127,29,0,0,0,0,74,56,42,0,0,92,0,64,0
Michigan,Huron,"Huron, Michigan",2019,136,133,3,0,0,0,0,74,45,39,0,0,136,0,0,0
Michigan,Ingham,"Ingham, Michigan",2019,181,167,14,0,0,0,0,75,48,37,0,8,122,0,51,0
Michigan,Kalamazoo,"Kalamazoo, Michigan",2019,149,129,20,0,0,0,0,85,54,41,0,0,116,0,33,0
Michigan,Kent,"Kent, Michigan",2019,182,161,21,0,0,0,0,87,51,38,3,0,158,0,20,1
Michigan,Lenawee,"Lenawee, Michigan",2019,181,145,36,0,0,0,0,90,57,40,0,0,94,0,87,0
Michigan,Macomb,"Macomb, Michigan",2019,149,133,16,0,0,0,0,93,51,39,0,0,126,0,23,0
Michigan,Manistee,"Manistee, Michigan",2019,142,128,13,1,0,0,0,101,50,39,0,0,123,0,19,0
Michigan,Mason,"Mason, Michigan",2019,131,125,6,0,0,0,0,64,47,38,0,0,131,0,0,0
Michigan,Missaukee,"Missaukee, Michigan",2019,179,163,16,0,0,0,0,67,50,39,0,0,155,0,24,0
Michigan,Monroe,"Monroe, Michigan",2019,176,174,2,0,0,0,0,76,14,1,0,0,0,151,0,25
Michigan,Muskegon,"Muskegon, Michigan",2019,139,129,10,0,0,0,0,97,49,40,0,0,139,0,0,0
Michigan,Oakland,"Oakland, Michigan",2019,151,129,21,1,0,0,0,122,54,39,0,0,128,0,23,0
Michigan,Ottawa,"Ottawa, Michigan",2019,181,150,30,1,0,0,0,113,61,40,0,35,114,6,24,2
Michigan,Schoolcraft,"Schoolcraft, Michigan",2019,181,175,6,0,0,0,0,71,45,37,0,0,126,0,55,0
Michigan,St. Clair,"St. Clair, Michigan",2019,181,148,33,0,0,0,0,93,61,39,0,0,103,54,24,0
Michigan,Tuscola,"Tuscola, Michigan",2019,211,202,9,0,0,0,0,77,48,37,0,0,211,0,0,0
Michigan,Washtenaw,"Washtenaw, Michigan",2019,209,171,38,0,0,0,0,88,58,39,0,0,183,0,26,0
Michigan,Wayne,"Wayne, Michigan",2019,182,77,100,5,0,0,0,138,77,52,1,5,33,17,121,5
Michigan,Wexford,"Wexford, Michigan",2019,196,179,17,0,0,0,0,74,50,40,0,0,196,0,0,0
Minnesota,Anoka,"Anoka, Minnesota",2019,181,149,31,1,0,0,0,122,58,41,3,6,124,0,48,0
Minnesota,Becker,"Becker, Minnesota",2019,181,160,20,1,0,0,0,105,53,35,0,0,85,0,96,0
Minnesota,Beltrami,"Beltrami, Minnesota",2019,175,161,14,0,0,0,0,71,44,24,0,0,0,0,175,0
Minnesota,Carlton,"Carlton, Minnesota",2019,181,175,6,0,0,0,0,80,46,31,0,0,112,0,69,0
Minnesota,Cass,"Cass, Minnesota",2019,173,161,12,0,0,0,0,70,42,16,0,0,0,0,173,0
Minnesota,Cook,"Cook, Minnesota",2019,175,175,0,0,0,0,0,47,29,18,0,0,0,0,175,0
Minnesota,Crow Wing,"Crow Wing, Minnesota",2019,180,163,16,1,0,0,0,101,50,31,0,0,82,0,98,0
Minnesota,Dakota,"Dakota, Minnesota",2019,182,149,33,0,0,0,0,76,56,30,1,34,0,0,147,0
Minnesota,Goodhue,"Goodhue, Minnesota",2019,121,108,13,0,0,0,0,97,51,42,0,0,121,0,0,0
Minnesota,Hennepin,"Hennepin, Minnesota",2019,182,118,64,0,0,0,0,84,66,43,1,8,44,0,77,52
Minnesota,Lake,"Lake, Minnesota",2019,180,170,10,0,0,0,0,71,47,32,0,0,96,0,41,43
Minnesota,Lyon,"Lyon, Minnesota",2019,179,152,27,0,0,0,0,85,57,37,0,0,85,0,94,0
Minnesota,Mille Lacs,"Mille Lacs, Minnesota",2019,122,114,8,0,0,0,0,90,48,38,0,0,122,0,0,0
Minnesota,Olmsted,"Olmsted, Minnesota",2019,181,145,36,0,0,0,0,84,59,40,0,0,85,0,96,0
Minnesota,Ramsey,"Ramsey, Minnesota",2019,181,143,38,0,0,0,0,90,60,31,0,0,0,0,168,13
Minnesota,Saint Louis,"Saint Louis, Minnesota",2019,236,220,16,0,0,0,0,84,47,35,0,0,206,0,27,3
Minnesota,Scott,"Scott, Minnesota",2019,181,146,35,0,0,0,0,93,57,40,0,0,125,0,56,0
Minnesota,Stearns,"Stearns, Minnesota",2019,160,139,21,0,0,0,0,93,54,39,0,0,106,0,54,0
Minnesota,Washington,"Washington, Minnesota",2019,273,226,47,0,0,0,0,85,58,4,0,0,48,137,81,7
Minnesota,Wright,"Wright, Minnesota",2019,181,153,28,0,0,0,0,90,57,41,0,0,94,0,87,0
Mississippi,Bolivar,"Bolivar, Mississippi",2019,272,207,65,0,0,0,0,80,60,43,0,0,124,0,148,0
Mississippi,DeSoto,"DeSoto, Mississippi",2019,272,224,47,1,0,0,0,136,54,39,0,0,139,0,133,0
Mississippi,Forrest,"Forrest, Mississippi",2019,273,234,39,0,0,0,0,75,53,35,0,0,0,0,273,0
Mississippi,Hancock,"Hancock, Mississippi",2019,273,239,34,0,0,0,0,71,54,39,0,0,162,0,111,0
Mississippi,Harrison,"Harrison, Mississippi",2019,273,211,62,0,0,0,0,97,59,42,0,0,125,0,148,0
Mississippi,Hinds,"Hinds, Mississippi",2019,274,206,68,0,0,0,0,100,58,43,1,0,122,0,151,0
Mississippi,Jackson,"Jackson, Mississippi",2019,273,208,64,1,0,0,0,105,59,40,0,1,143,0,129,0
Mississippi,Lauderdale,"Lauderdale, Mississippi",2019,214,201,13,0,0,0,0,77,49,37,0,0,214,0,0,0
Mississippi,Lee,"Lee, Mississippi",2019,211,193,18,0,0,0,0,84,50,40,0,0,211,0,0,0
Mississippi,Yalobusha,"Yalobusha, Mississippi",2019,203,190,13,0,0,0,0,71,48,34,0,0,203,0,0,0
Missouri,Andrew,"Andrew, Missouri",2019,122,109,13,0,0,0,0,80,51,44,0,0,122,0,0,0
Missouri,Boone,"Boone, Missouri",2019,122,118,4,0,0,0,0,71,48,42,0,0,122,0,0,0
Missouri,Buchanan,"Buchanan, Missouri",2019,181,145,36,0,0,0,0,78,57,33,0,0,0,0,138,43
Missouri,Callaway,"Callaway, Missouri",2019,122,119,3,0,0,0,0,71,48,43,0,0,122,0,0,0
Missouri,Cass,"Cass, Missouri",2019,181,152,29,0,0,0,0,93,54,43,0,0,109,0,72,0
Missouri,Cedar,"Cedar, Missouri",2019,169,142,27,0,0,0,0,80,54,42,0,0,103,0,66,0
Missouri,Clay,"Clay, Missouri",2019,181,141,40,0,0,0,0,90,61,44,0,0,107,0,74,0
Missouri,Clinton,"Clinton, Missouri",2019,122,101,21,0,0,0,0,87,61,44,0,0,122,0,0,0
Missouri,Franklin,"Franklin, Missouri",2019,181,179,2,0,0,0,0,60,14,1,0,0,0,181,0,0
Missouri,Greene,"Greene, Missouri",2019,181,160,21,0,0,0,0,77,52,42,0,0,105,0,63,13
Missouri,Iron,"Iron, Missouri",2019,181,166,15,0,0,0,0,80,46,14,0,0,0,181,0,0
Missouri,Jackson,"Jackson, Missouri",2019,182,137,45,0,0,0,0,81,59,38,1,31,0,0,132,18
Missouri,Jasper,"Jasper, Missouri",2019,181,156,24,1,0,0,0,108,54,41,0,0,109,0,0,72
Missouri,Jefferson,"Jefferson, Missouri",2019,181,147,34,0,0,0,0,77,55,42,0,0,105,5,69,2
Missouri,Lincoln,"Lincoln, Missouri",2019,122,110,12,0,0,0,0,80,50,43,0,0,122,0,0,0
Missouri,Monroe,"Monroe, Missouri",2019,181,177,4,0,0,0,0,71,47,38,0,0,181,0,0,0
Missouri,New Madrid,"New Madrid, Missouri",2019,181,13,17,64,87,0,0,200,200,149,0,0,0,181,0,0
Missouri,Perry,"Perry, Missouri",2019,122,110,12,0,0,0,0,74,50,42,0,0,122,0,0,0
Missouri,Saint Charles,"Saint Charles, Missouri",2019,181,161,20,0,0,0,0,97,51,40,0,0,122,59,0,0
Missouri,Saint Louis,"Saint Louis, Missouri",2019,181,131,50,0,0,0,0,90,61,45,0,5,95,0,81,0
Missouri,Sainte Genevieve,"Sainte Genevieve, Missouri",2019,121,117,4,0,0,0,0,58,48,41,0,0,121,0,0,0
Missouri,St. Louis City,"St. Louis City, Missouri",2019,182,101,80,1,0,0,0,105,69,49,1,5,80,0,90,6
Montana,Cascade,"Cascade, Montana",2019,181,171,9,1,0,0,0,106,40,20,0,0,0,0,181,0
Montana,Fergus,"Fergus, Montana",2019,181,167,14,0,0,0,0,84,49,40,0,0,171,0,10,0
Montana,Flathead,"Flathead, Montana",2019,243,211,31,1,0,0,0,103,54,38,0,0,182,0,39,22
Montana,Gallatin,"Gallatin, Montana",2019,244,221,23,0,0,0,0,91,50,20,4,12,0,0,228,0
Montana,Lewis and Clark,"Lewis and Clark, Montana",2019,212,151,59,2,0,0,0,144,73,43,1,0,118,0,93,0
Montana,Lincoln,"Lincoln, Montana",2019,181,113,68,0,0,0,0,95,67,36,0,0,0,0,170,11
Montana,Missoula,"Missoula, Montana",2019,181,111,69,0,0,1,0,222,74,40,0,0,55,0,126,0
Montana,Phillips,"Phillips, Montana",2019,181,174,7,0,0,0,0,71,47,39,0,0,156,0,24,1
Montana,Powder River,"Powder River, Montana",2019,179,164,15,0,0,0,0,80,50,40,0,0,162,0,15,2
Montana,Ravalli,"Ravalli, Montana",2019,179,159,20,0,0,0,0,74,52,13,0,0,0,0,179,0
Montana,Richland,"Richland, Montana",2019,181,158,23,0,0,0,0,93,51,41,0,0,158,0,23,0
Montana,Rosebud,"Rosebud, Montana",2019,180,173,7,0,0,0,0,71,47,38,0,3,153,0,23,1
Montana,Sanders,"Sanders, Montana",2019,181,176,5,0,0,0,0,60,40,25,0,0,0,0,169,12
Montana,Silver Bow,"Silver Bow, Montana",2019,195,163,32,0,0,0,0,91,59,19,0,0,0,0,109,86
Montana,Yellowstone,"Yellowstone, Montana",2019,178,176,2,0,0,0,0,67,33,15,0,0,0,72,106,0
Nebraska,Cass,"Cass, Nebraska",2019,287,287,0,0,0,0,0,46,24,12,0,0,0,0,0,287
Nebraska,Douglas,"Douglas, Nebraska",2019,274,226,48,0,0,0,0,86,59,40,1,0,172,11,89,1
Nebraska,Hall,"Hall, Nebraska",2019,73,68,5,0,0,0,0,60,39,23,0,0,0,0,73,0
Nebraska,Knox,"Knox, Nebraska",2019,207,194,13,0,0,0,0,80,48,39,0,0,207,0,0,0
Nebraska,Lancaster,"Lancaster, Nebraska",2019,268,247,21,0,0,0,0,66,49,35,0,0,192,40,36,0
Nebraska,Sarpy,"Sarpy, Nebraska",2019,264,215,49,0,0,0,0,80,57,30,0,0,0,0,264,0
Nebraska,Scotts Bluff,"Scotts Bluff, Nebraska",2019,84,81,3,0,0,0,0,70,35,20,0,0,0,0,84,0
Nebraska,Washington,"Washington, Nebraska",2019,86,78,8,0,0,0,0,75,50,26,0,0,0,0,86,0
Nevada,Carson City,"Carson City, Nevada",2019,181,139,42,0,0,0,0,97,61,45,0,0,137,0,44,0
Nevada,Churchill,"Churchill, Nevada",2019,174,157,17,0,0,0,0,80,50,42,0,0,174,0,0,0
Nevada,Clark,"Clark, Nevada",2019,274,122,148,4,0,0,0,122,87,52,1,11,230,0,29,3
Nevada,Douglas,"Douglas, Nevada",2019,172,167,5,0,0,0,0,62,42,10,0,0,0,0,172,0
Nevada,Elko,"Elko, Nevada",2019,181,180,1,0,0,0,0,61,21,9,0,0,0,0,0,181
Nevada,Lyon,"Lyon, Nevada",2019,198,190,8,0,0,0,0,71,47,39,0,0,169,0,0,29
Nevada,Nye,"Nye, Nevada",2019,181,180,1,0,0,0,0,75,22,11,0,0,0,0,0,181
Nevada,Washoe,"Washoe, Nevada",2019,182,123,59,0,0,0,0,97,64,47,1,4,152,0,23,2
Nevada,White Pine,"White Pine, Nevada",2019,239,181,57,1,0,0,0,101,61,46,0,0,239,0,0,0
New Hampshire,Belknap,"Belknap, New Hampshire",2019,132,132,0,0,0,0,0,50,44,38,0,0,118,0,14,0
New Hampshire,Cheshire,"Cheshire, New Hampshire",2019,181,172,9,0,0,0,0,68,45,38,0,0,157,0,24,0
New Hampshire,Coos,"Coos, New Hampshire",2019,122,121,1,0,0,0,0,51,46,40,0,0,122,0,0,0
New Hampshire,Grafton,"Grafton, New Hampshire",2019,211,208,3,0,0,0,0,60,44,36,0,0,196,0,15,0
New Hampshire,Hillsborough,"Hillsborough, New Hampshire",2019,182,176,6,0,0,0,0,80,47,41,1,0,179,0,2,0
New Hampshire,Merrimack,"Merrimack, New Hampshire",2019,181,178,3,0,0,0,0,72,44,33,0,0,117,64,0,0
New Hampshire,Rockingham,"Rockingham, New Hampshire",2019,182,175,7,0,0,0,0,75,47,40,1,0,164,0,17,0
New Jersey,Atlantic,"Atlantic, New Jersey",2019,181,157,23,1,0,0,0,105,52,40,0,0,142,0,39,0
New Jersey,Bergen,"Bergen, New Jersey",2019,182,109,71,2,0,0,0,150,68,46,1,38,48,0,95,0
New Jersey,Camden,"Camden, New Jersey",2019,182,126,53,3,0,0,0,105,64,44,1,8,97,0,76,0
New Jersey,Cumberland,"Cumberland, New Jersey",2019,181,155,24,2,0,0,0,105,57,41,0,1,144,0,36,0
New Jersey,Essex,"Essex, New Jersey",2019,182,135,47,0,0,0,0,100,61,41,1,57,77,0,47,0
New Jersey,Gloucester,"Gloucester, New Jersey",2019,140,127,13,0,0,0,0,100,50,37,0,0,117,0,23,0
New Jersey,Hudson,"Hudson, New Jersey",2019,182,129,53,0,0,0,0,90,59,42,1,49,59,0,73,0
New Jersey,Hunterdon,"Hunterdon, New Jersey",2019,178,151,26,1,0,0,0,108,56,40,0,0,141,0,37,0
New Jersey,Mercer,"Mercer, New Jersey",2019,211,163,46,2,0,0,0,136,64,42,0,0,167,0,44,0
New Jersey,Middlesex,"Middlesex, New Jersey",2019,181,149,31,1,0,0,0,105,57,41,0,11,131,0,39,0
New Jersey,Monmouth,"Monmouth, New Jersey",2019,122,117,5,0,0,0,0,90,47,38,0,0,122,0,0,0
New Jersey,Morris,"Morris, New Jersey",2019,180,168,12,0,0,0,0,84,49,39,0,8,162,0,10,0
New Jersey,Ocean,"Ocean, New Jersey",2019,181,152,29,0,0,0,0,97,57,40,0,0,110,0,71,0
New Jersey,Passaic,"Passaic, New Jersey",2019,134,119,15,0,0,0,0,80,51,40,0,0,107,0,27,0
New Jersey,Union,"Union, New Jersey",2019,182,130,52,0,0,0,0,100,57,43,1,65,0,0,116,0
New Jersey,Warren,"Warren, New Jersey",2019,181,155,25,1,0,0,0,103,52,38,0,28,99,0,54,0
New Mexico,Bernalillo,"Bernalillo, New Mexico",2019,258,109,145,4,0,0,0,108,80,54,0,1,212,0,28,17
New Mexico,Dona Ana,"Dona Ana, New Mexico",2019,181,73,98,5,1,2,2,630,87,54,0,1,129,0,11,40
New Mexico,Eddy,"Eddy, New Mexico",2019,226,115,99,10,2,0,0,174,93,50,0,1,225,0,0,0
New Mexico,Lea,"Lea, New Mexico",2019,181,114,64,3,0,0,0,140,77,47,0,3,155,0,23,0
New Mexico,Luna,"Luna, New Mexico",2019,181,172,7,1,0,0,1,617,35,14,0,0,0,0,0,181
New Mexico,Rio Arriba,"Rio Arriba, New Mexico",2019,170,136,34,0,0,0,0,90,58,45,0,0,170,0,0,0
New Mexico,San Juan,"San Juan, New Mexico",2019,273,159,114,0,0,0,0,97,77,49,0,3,269,1,0,0
New Mexico,Sandoval,"Sandoval, New Mexico",2019,273,194,79,0,0,0,0,93,61,47,0,0,266,0,4,3
New Mexico,Santa Fe,"Santa Fe, New Mexico",2019,180,119,60,1,0,0,0,101,74,47,0,0,173,0,7,0
New Mexico,Taos,"Taos, New Mexico",2019,170,153,17,0,0,0,0,70,51,18,0,0,0,0,170,0
New Mexico,Valencia,"Valencia, New Mexico",2019,180,128,52,0,0,0,0,93,67,46,0,0,180,0,0,0
New York,Albany,"Albany, New York",2019,274,246,28,0,0,0,0,92,51,39,1,0,206,0,67,0
New York,Bronx,"Bronx, New York",2019,274,203,68,3,0,0,0,115,66,41,1,35,141,0,97,0
New York,Chautauqua,"Chautauqua, New York",2019,273,246,26,1,0,0,0,105,50,40,0,0,264,0,9,0
New York,Dutchess,"Dutchess, New York",2019,273,261,12,0,0,0,0,90,46,37,0,0,272,1,0,0
New York,Erie,"Erie, New York",2019,274,230,44,0,0,0,0,93,54,40,1,21,197,0,55,0
New York,Essex,"Essex, New York",2019,273,242,31,0,0,0,0,80,51,44,0,0,272,0,1,0
New York,Franklin,"Franklin, New York",2019,272,272,0,0,0,0,0,1,0,0,0,0,0,272,0,0
New York,Hamilton,"Hamilton, New York",2019,271,268,2,1,0,0,0,109,44,36,0,0,266,5,0,0
New York,Herkimer,"Herkimer, New York",2019,131,131,0,0,0,0,0,45,39,30,0,0,125,6,0,0
New York,Jefferson,"Jefferson, New York",2019,205,198,7,0,0,0,0,64,46,35,0,0,205,0,0,0
New York,Kings,"Kings, New York",2019,273,252,21,0,0,0,0,66,45,27,0,0,0,0,273,0
New York,Monroe,"Monroe, New York",2019,274,244,30,0,0,0,0,90,51,37,1,3,191,0,79,0
New York,Nassau,"Nassau, New York",2019,271,257,14,0,0,0,0,68,41,21,0,0,0,11,260,0
New York,New York,"New York, New York",2019,274,214,58,2,0,0,0,136,61,42,1,0,154,0,119,0
New York,Niagara,"Niagara, New York",2019,267,254,13,0,0,0,0,80,47,37,0,0,267,0,0,0
New York,Oneida,"Oneida, New York",2019,266,259,7,0,0,0,0,55,36,17,0,0,0,0,266,0
New York,Onondaga,"Onondaga, New York",2019,273,254,19,0,0,0,0,77,49,39,0,0,236,0,37,0
New York,Orange,"Orange, New York",2019,273,256,17,0,0,0,0,74,47,38,0,0,226,0,47,0
New York,Oswego,"Oswego, New York",2019,262,257,5,0,0,0,0,67,45,36,0,0,262,0,0,0
New York,Putnam,"Putnam, New York",2019,273,257,15,1,0,0,0,101,47,37,0,0,270,3,0,0
New York,Queens,"Queens, New York",2019,274,215,55,4,0,0,0,119,64,41,1,56,165,0,52,0
New York,Richmond,"Richmond, New York",2019,273,231,42,0,0,0,0,97,56,39,0,0,195,0,78,0
New York,Rockland,"Rockland, New York",2019,273,247,25,1,0,0,0,112,50,38,0,0,244,0,29,0
New York,Saratoga,"Saratoga, New York",2019,272,269,3,0,0,0,0,58,44,35,0,0,272,0,0,0
New York,Seneca,"Seneca, New York",2019,238,226,0,12,0,0,0,115,1,0,0,0,0,238,0,0
New York,St. Lawrence,"St. Lawrence, New York",2019,273,211,55,7,0,0,0,104,80,17,0,0,0,273,0,0
New York,Steuben,"Steuben, New York",2019,274,263,11,0,0,0,0,62,47,37,2,0,232,0,40,0
New York,Suffolk,"Suffolk, New York",2019,273,215,49,9,0,0,0,150,71,43,0,0,245,0,28,0
New York,Tompkins,"Tompkins, New York",2019,242,236,6,0,0,0,0,61,45,37,0,0,206,36,0,0
New York,Wayne,"Wayne, New York",2019,208,193,15,0,0,0,0,90,49,39,0,0,208,0,0,0
New York,Westchester,"Westchester, New York",2019,273,240,32,1,0,0,0,105,58,38,0,0,241,0,32,0
North Carolina,Alexander,"Alexander, North Carolina",2019,214,183,31,0,0,0,0,80,58,43,0,0,214,0,0,0
North Carolina,Avery,"Avery, North Carolina",2019,270,242,28,0,0,0,0,77,51,40,0,0,270,0,0,0
North Carolina,Beaufort,"Beaufort, North Carolina",2019,181,181,0,0,0,0,0,17,7,0,0,0,0,181,0,0
North Carolina,Brunswick,"Brunswick, North Carolina",2019,178,163,14,1,0,0,0,101,46,0,0,0,0,178,0,0
North Carolina,Buncombe,"Buncombe, North Carolina",2019,273,238,35,0,0,0,0,84,52,42,0,0,170,2,101,0
North Carolina,Caldwell,"Caldwell, North Carolina",2019,212,183,29,0,0,0,0,74,54,43,0,0,212,0,0,0
North Carolina,Carteret,"Carteret, North Carolina",2019,118,98,20,0,0,0,0,80,64,44,0,0,118,0,0,0
North Carolina,Caswell,"Caswell, North Carolina",2019,214,205,9,0,0,0,0,64,48,40,0,0,214,0,0,0
North Carolina,Catawba,"Catawba, North Carolina",2019,269,223,46,0,0,0,0,71,54,34,0,0,0,0,269,0
North Carolina,Cumberland,"Cumberland, North Carolina",2019,271,200,71,0,0,0,0,84,60,44,0,0,181,0,87,3
North Carolina,Davidson,"Davidson, North Carolina",2019,255,197,58,0,0,0,0,73,56,36,0,0,0,0,255,0
North Carolina,Durham,"Durham, North Carolina",2019,272,208,64,0,0,0,0,87,58,44,0,0,180,0,92,0
North Carolina,Edgecombe,"Edgecombe, North Carolina",2019,271,238,33,0,0,0,0,71,52,41,0,0,177,0,94,0
North Carolina,Forsyth,"Forsyth, North Carolina",2019,243,159,84,0,0,0,0,90,64,45,0,5,133,0,105,0
North Carolina,Graham,"Graham, North Carolina",2019,214,162,52,0,0,0,0,97,61,45,0,0,214,0,0,0
North Carolina,Granville,"Granville, North Carolina",2019,209,166,43,0,0,0,0,87,64,44,0,0,209,0,0,0
North Carolina,Guilford,"Guilford, North Carolina",2019,273,213,60,0,0,0,0,90,64,44,0,0,195,0,59,19
North Carolina,Haywood,"Haywood, North Carolina",2019,273,209,62,2,0,0,0,108,64,45,0,0,213,60,0,0
North Carolina,Jackson,"Jackson, North Carolina",2019,50,48,2,0,0,0,0,62,49,21,0,0,0,0,50,0
North Carolina,Johnston,"Johnston, North Carolina",2019,271,213,58,0,0,0,0,87,55,43,0,0,145,0,126,0
North Carolina,Lenoir,"Lenoir, North Carolina",2019,206,174,32,0,0,0,0,87,54,43,0,0,206,0,0,0
